+----------+----------+-----------+----------+
|   Date   | Storm ID |    Name   | Distance |
| 18611101 |   AL08   |  UNNAMED  | 1259.65  |
| 18620615 |   AL01   |  UNNAMED  |  346.82  |
| 18620818 |   AL02   |  UNNAMED  | 1353.22  |
| 18620912 |   AL03   |  UNNAMED  | 2262.81  |
| 18621006 |   AL04   |  UNNAMED  |   0.0    |
| 18621014 |   AL05   |  UNNAMED  |  929.09  |
| 18621122 |   AL06   |  UNNAMED  |  29.55   |
| 18630808 |   AL01   |  UNNAMED  |  353.72  |
| 18630818 |   AL02   |  UNNAMED  |  535.26  |
| 18630819 |   AL03   |  UNNAMED  | 1513.66  |
| 18630827 |   AL04   |  UNNAMED  |  657.7   |
| 18630909 |   AL05   |  UNNAMED  | 2610.79  |
| 18630916 |   AL06   |  UNNAMED  | 1090.07  |
| 18630918 |   AL07   |  UNNAMED  |  121.78  |
| 18630926 |   AL08   |  UNNAMED  |  378.32  |
| 18630929 |   AL09   |  UNNAMED  |  356.69  |
| 18640716 |   AL01   |  UNNAMED  | 1754.92  |
| 18640725 |   AL02   |  UNNAMED  |   0.0    |
| 18640826 |   AL03   |  UNNAMED  |  2126.6  |
| 18640905 |   AL04   |  UNNAMED  |   0.0    |
| 18641022 |   AL05   |  UNNAMED  | 1070.84  |
| 18650530 |   AL01   |  UNNAMED  |   0.0    |
| 18650630 |   AL02   |  UNNAMED  |   0.0    |
| 18650820 |   AL03   |  UNNAMED  |  712.42  |
| 18650906 |   AL04   |  UNNAMED  |  2709.9  |
| 18650907 |   AL05   |  UNNAMED  |   0.0    |
| 18650928 |   AL06   |  UNNAMED  |   0.0    |
| 18651018 |   AL07   |  UNNAMED  | 2157.37  |
| 18660711 |   AL01   |  UNNAMED  |  554.63  |
| 18660813 |   AL02   |  UNNAMED  |  2205.2  |
| 18660904 |   AL03   |  UNNAMED  | 1190.21  |
| 18660918 |   AL04   |  UNNAMED  |   0.0    |
| 18660922 |   AL05   |  UNNAMED  |  852.76  |
| 18660924 |   AL06   |  UNNAMED  |  4383.6  |
| 18661029 |   AL07   |  UNNAMED  |  910.79  |
| 18670621 |   AL01   |  UNNAMED  |  367.38  |
| 18670728 |   AL02   |  UNNAMED  | 2779.62  |
| 18670802 |   AL03   |  UNNAMED  |   0.0    |
| 18670831 |   AL04   |  UNNAMED  |  945.27  |
| 18670908 |   AL05   |  UNNAMED  |   0.0    |
| 18670929 |   AL06   |  UNNAMED  |  517.25  |
| 18671002 |   AL07   |  UNNAMED  | 1569.76  |
| 18671009 |   AL08   |  UNNAMED  |   0.0    |
| 18671027 |   AL09   |  UNNAMED  | 1314.82  |
| 18680903 |   AL01   |  UNNAMED  | 1484.14  |
| 18681001 |   AL02   |  UNNAMED  | 2266.74  |
| 18681005 |   AL03   |  UNNAMED  |  358.71  |
| 18681015 |   AL04   |  UNNAMED  |  741.05  |
| 18690812 |   AL01   |  UNNAMED  |  212.12  |
| 18690816 |   AL02   |  UNNAMED  |  392.22  |
| 18690827 |   AL03   |  UNNAMED  |  165.72  |
| 18690901 |   AL04   |  UNNAMED  |  475.86  |
| 18690904 |   AL05   |  UNNAMED  |  268.24  |
| 18690907 |   AL06   |  UNNAMED  | 1231.99  |
| 18690911 |   AL07   |  UNNAMED  | 2490.42  |
| 18690914 |   AL08   |  UNNAMED  |   0.0    |
| 18691001 |   AL09   |  UNNAMED  |   0.0    |
| 18691004 |   AL10   |  UNNAMED  | 1124.22  |
| 18700730 |   AL01   |  UNNAMED  |   0.0    |
| 18700830 |   AL02   |  UNNAMED  | 2094.63  |
| 18700901 |   AL03   |  UNNAMED  |  1587.0  |
| 18700909 |   AL04   |  UNNAMED  | 2125.54  |
| 18700917 |   AL05   |  UNNAMED  | 2300.29  |
| 18701005 |   AL06   |  UNNAMED  | 1478.03  |
| 18701007 |   AL07   |  UNNAMED  |   0.0    |
| 18701010 |   AL08   |  UNNAMED  |  699.37  |
| 18701019 |   AL09   |  UNNAMED  | 1171.24  |
| 18701023 |   AL10   |  UNNAMED  |   0.0    |
| 18701030 |   AL11   |  UNNAMED  |  597.75  |
| 18710601 |   AL01   |  UNNAMED  | 1219.91  |
| 18710608 |   AL02   |  UNNAMED  |  687.32  |
| 18710814 |   AL03   |  UNNAMED  | 1509.32  |
| 18710817 |   AL04   |  UNNAMED  | 4487.49  |
| 18710830 |   AL05   |  UNNAMED  | 1078.74  |
| 18710905 |   AL06   |  UNNAMED  |  898.9   |
| 18710930 |   AL07   |  UNNAMED  | 1745.87  |
| 18711010 |   AL08   |  UNNAMED  | 2042.68  |
| 18720709 |   AL01   |  UNNAMED  |  720.69  |
| 18720820 |   AL02   |  UNNAMED  | 3396.31  |
| 18720909 |   AL03   |  UNNAMED  | 2063.43  |
| 18720930 |   AL04   |  UNNAMED  | 2429.49  |
| 18721022 |   AL05   |  UNNAMED  | 1929.98  |
| 18730601 |   AL01   |  UNNAMED  |  600.18  |
| 18730813 |   AL02   |  UNNAMED  | 4613.49  |
| 18730918 |   AL03   |  UNNAMED  | 1321.99  |
| 18730922 |   AL04   |  UNNAMED  | 1229.09  |
| 18730926 |   AL05   |  UNNAMED  | 3334.14  |
| 18740702 |   AL01   |  UNNAMED  |  729.03  |
| 18740803 |   AL02   |  UNNAMED  |  1588.1  |
| 18740829 |   AL03   |  UNNAMED  | 3308.28  |
| 18740902 |   AL04   |  UNNAMED  |  780.49  |
| 18740908 |   AL05   |  UNNAMED  | 1570.92  |
| 18740925 |   AL06   |  UNNAMED  | 2395.35  |
| 18741031 |   AL07   |  UNNAMED  |  800.81  |
| 18750816 |   AL01   |  UNNAMED  | 1045.31  |
| 18750901 |   AL02   |  UNNAMED  | 3332.09  |
| 18750908 |   AL03   |  UNNAMED  | 3053.92  |
| 18750924 |   AL04   |  UNNAMED  |  869.43  |
| 18751007 |   AL05   |  UNNAMED  | 1280.32  |
| 18751012 |   AL06   |  UNNAMED  | 1504.29  |
| 18760909 |   AL01   |  UNNAMED  |  672.99  |
| 18760912 |   AL02   |  UNNAMED  | 2857.78  |
| 18760916 |   AL03   |  UNNAMED  | 1148.79  |
| 18760929 |   AL04   |  UNNAMED  | 1810.17  |
| 18761012 |   AL05   |  UNNAMED  | 2068.38  |
| 18770801 |   AL01   |  UNNAMED  | 1802.48  |
| 18770914 |   AL02   |  UNNAMED  | 1440.71  |
| 18770916 |   AL03   |  UNNAMED  | 1713.64  |
| 18770921 |   AL04   |  UNNAMED  | 3820.97  |
| 18770924 |   AL05   |  UNNAMED  | 1325.28  |
| 18771013 |   AL06   |  UNNAMED  |  1850.4  |
| 18771024 |   AL07   |  UNNAMED  | 1751.51  |
| 18771128 |   AL08   |  UNNAMED  | 2005.65  |
| 18780701 |   AL01   |  UNNAMED  |  689.8   |
| 18780808 |   AL02   |  UNNAMED  | 2392.06  |
| 18780819 |   AL03   |  UNNAMED  | 1100.81  |
| 18780825 |   AL04   |  UNNAMED  | 1939.98  |
| 18780901 |   AL05   |  UNNAMED  | 3152.91  |
| 18780912 |   AL06   |  UNNAMED  | 1539.34  |
| 18780924 |   AL07   |  UNNAMED  | 3292.03  |
| 18781009 |   AL08   |  UNNAMED  | 3127.95  |
| 18781009 |   AL09   |  UNNAMED  | 2493.42  |
| 18781013 |   AL10   |  UNNAMED  | 1841.22  |
| 18781018 |   AL11   |  UNNAMED  | 2379.56  |
| 18781125 |   AL12   |  UNNAMED  | 1592.71  |
| 18790809 |   AL01   |  UNNAMED  | 1291.17  |
| 18790813 |   AL02   |  UNNAMED  | 3208.79  |
| 18790819 |   AL03   |  UNNAMED  | 1717.88  |
| 18790829 |   AL04   |  UNNAMED  |  817.04  |
| 18791003 |   AL05   |  UNNAMED  | 1349.48  |
| 18791009 |   AL06   |  UNNAMED  |  2404.2  |
| 18791024 |   AL07   |  UNNAMED  | 2362.26  |
| 18791118 |   AL08   |  UNNAMED  | 2219.42  |
| 18800621 |   AL01   |  UNNAMED  |  578.45  |
| 18800804 |   AL02   |  UNNAMED  | 2672.91  |
| 18800815 |   AL03   |  UNNAMED  | 1705.09  |
| 18800824 |   AL04   |  UNNAMED  | 1834.41  |
| 18800826 |   AL05   |  UNNAMED  | 1966.42  |
| 18800906 |   AL06   |  UNNAMED  | 2142.79  |
| 18800908 |   AL07   |  UNNAMED  | 1573.41  |
| 18800927 |   AL08   |  UNNAMED  | 2062.13  |
| 18801005 |   AL09   |  UNNAMED  | 1738.73  |
| 18801010 |   AL10   |  UNNAMED  | 1582.97  |
| 18801020 |   AL11   |  UNNAMED  | 1537.99  |
| 18810801 |   AL01   |  UNNAMED  |  570.83  |
| 18810811 |   AL03   |  UNNAMED  | 1922.87  |
| 18810811 |   AL02   |  UNNAMED  |  681.78  |
| 18810816 |   AL04   |  UNNAMED  | 2288.98  |
| 18810821 |   AL05   |  UNNAMED  | 2166.77  |
| 18810907 |   AL06   |  UNNAMED  | 1419.91  |
| 18810918 |   AL07   |  UNNAMED  | 2280.54  |
| 18820824 |   AL01   |  UNNAMED  |  472.57  |
| 18820902 |   AL02   |  UNNAMED  | 3294.36  |
| 18820914 |   AL03   |  UNNAMED  |  369.82  |
| 18820921 |   AL04   |  UNNAMED  |  824.37  |
| 18820924 |   AL05   |  UNNAMED  | 1552.85  |
| 18821005 |   AL06   |  UNNAMED  | 1994.75  |
| 18830818 |   AL01   |  UNNAMED  | 4191.58  |
| 18830824 |   AL02   |  UNNAMED  | 4089.98  |
| 18830904 |   AL03   |  UNNAMED  | 2212.55  |
| 18831022 |   AL04   |  UNNAMED  | 3279.51  |
| 18840901 |   AL01   |  UNNAMED  | 2509.27  |
| 18840903 |   AL02   |  UNNAMED  | 3616.55  |
| 18840910 |   AL03   |  UNNAMED  | 3958.79  |
| 18841007 |   AL04   |  UNNAMED  | 1518.89  |
| 18850807 |   AL01   |  UNNAMED  | 2738.68  |
| 18850821 |   AL02   |  UNNAMED  | 3435.49  |
| 18850829 |   AL03   |  UNNAMED  |  923.15  |
| 18850917 |   AL04   |  UNNAMED  | 2417.01  |
| 18850918 |   AL05   |  UNNAMED  |  790.13  |
| 18850924 |   AL06   |  UNNAMED  | 1145.31  |
| 18850926 |   AL07   |  UNNAMED  | 1071.49  |
| 18851010 |   AL08   |  UNNAMED  |  1166.4  |
| 18860613 |   AL01   |  UNNAMED  |  705.07  |
| 18860617 |   AL02   |  UNNAMED  | 2250.96  |
| 18860627 |   AL03   |  UNNAMED  |  1581.9  |
| 18860714 |   AL04   |  UNNAMED  |  4089.8  |
| 18860812 |   AL05   |  UNNAMED  |  2874.8  |
| 18860815 |   AL06   |  UNNAMED  | 3681.82  |
| 18860820 |   AL07   |  UNNAMED  | 2886.37  |
| 18860916 |   AL08   |  UNNAMED  | 2148.33  |
| 18860922 |   AL09   |  UNNAMED  |  709.04  |
| 18861008 |   AL10   |  UNNAMED  | 1099.88  |
| 18861010 |   AL11   |  UNNAMED  |  881.53  |
| 18861021 |   AL12   |  UNNAMED  | 1173.66  |
| 18870515 |   AL01   |  UNNAMED  |  1487.3  |
| 18870517 |   AL02   |  UNNAMED  |  981.38  |
| 18870611 |   AL03   |  UNNAMED  |  756.38  |
| 18870720 |   AL04   |  UNNAMED  | 2679.26  |
| 18870730 |   AL05   |  UNNAMED  |  2085.8  |
| 18870814 |   AL06   |  UNNAMED  | 3970.87  |
| 18870818 |   AL07   |  UNNAMED  | 3501.74  |
| 18870901 |   AL08   |  UNNAMED  | 3001.74  |
| 18870911 |   AL09   |  UNNAMED  |  2653.0  |
| 18870914 |   AL10   |  UNNAMED  | 1918.29  |
| 18871006 |   AL11   |  UNNAMED  |  730.84  |
| 18871008 |   AL12   |  UNNAMED  |  358.37  |
| 18871009 |   AL13   |  UNNAMED  | 3711.95  |
| 18871010 |   AL14   |  UNNAMED  |  828.46  |
| 18871015 |   AL15   |  UNNAMED  | 1292.93  |
| 18871029 |   AL16   |  UNNAMED  | 4261.52  |
| 18871127 |   AL17   |  UNNAMED  | 1629.39  |
| 18871204 |   AL18   |  UNNAMED  | 2741.89  |
| 18871207 |   AL19   |  UNNAMED  | 1492.05  |
| 18880616 |   AL01   |  UNNAMED  |  324.69  |
| 18880704 |   AL02   |  UNNAMED  |  374.63  |
| 18880814 |   AL03   |  UNNAMED  | 3615.64  |
| 18880831 |   AL04   |  UNNAMED  | 2047.96  |
| 18880906 |   AL05   |  UNNAMED  | 2043.49  |
| 18880923 |   AL06   |  UNNAMED  | 1599.23  |
| 18881008 |   AL07   |  UNNAMED  | 1828.36  |
| 18881101 |   AL08   |  UNNAMED  | 1962.24  |
| 18881117 |   AL09   |  UNNAMED  | 3478.72  |
| 18890516 |   AL01   |  UNNAMED  | 1404.22  |
| 18890615 |   AL02   |  UNNAMED  | 1943.43  |
| 18890819 |   AL03   |  UNNAMED  |  1480.4  |
| 18890901 |   AL04   |  UNNAMED  | 2247.43  |
| 18890902 |   AL05   |  UNNAMED  | 3146.87  |
| 18890912 |   AL06   |  UNNAMED  | 4340.98  |
| 18890912 |   AL07   |  UNNAMED  | 2318.26  |
| 18890929 |   AL08   |  UNNAMED  | 2367.56  |
| 18891005 |   AL09   |  UNNAMED  | 2923.68  |
| 18900527 |   AL01   |  UNNAMED  |  299.54  |
| 18900818 |   AL02   |  UNNAMED  | 2368.07  |
| 18900826 |   AL03   |  UNNAMED  | 3860.46  |
| 18901031 |   AL04   |  UNNAMED  |  306.5   |
| 18910703 |   AL01   |  UNNAMED  | 1026.69  |
| 18910817 |   AL02   |  UNNAMED  | 3193.93  |
| 18910818 |   AL03   |  UNNAMED  | 1749.84  |
| 18910902 |   AL04   |  UNNAMED  | 3154.12  |
| 18910916 |   AL05   |  UNNAMED  | 2613.48  |
| 18910929 |   AL06   |  UNNAMED  | 3383.08  |
| 18911004 |   AL07   |  UNNAMED  | 1832.81  |
| 18911007 |   AL08   |  UNNAMED  | 2660.67  |
| 18911012 |   AL09   |  UNNAMED  | 2329.91  |
| 18911103 |   AL10   |  UNNAMED  | 1687.13  |
| 18920609 |   AL01   |  UNNAMED  | 1344.69  |
| 18920815 |   AL02   |  UNNAMED  | 3703.24  |
| 18920903 |   AL03   |  UNNAMED  | 4311.57  |
| 18920908 |   AL04   |  UNNAMED  | 3021.96  |
| 18920912 |   AL05   |  UNNAMED  | 2736.75  |
| 18920925 |   AL06   |  UNNAMED  |  444.06  |
| 18921005 |   AL07   |  UNNAMED  | 2550.59  |
| 18921013 |   AL08   |  UNNAMED  | 1876.15  |
| 18921021 |   AL09   |  UNNAMED  | 1766.24  |
| 18930612 |   AL01   |  UNNAMED  | 2546.68  |
| 18930704 |   AL02   |  UNNAMED  |  922.32  |
| 18930813 |   AL03   |  UNNAMED  | 4409.27  |
| 18930815 |   AL04   |  UNNAMED  | 4151.07  |
| 18930815 |   AL05   |  UNNAMED  | 1753.43  |
| 18930815 |   AL06   |  UNNAMED  | 6104.13  |
| 18930820 |   AL07   |  UNNAMED  | 2670.18  |
| 18930904 |   AL08   |  UNNAMED  | 1242.91  |
| 18930925 |   AL09   |  UNNAMED  | 5278.81  |
| 18930927 |   AL10   |  UNNAMED  | 2080.68  |
| 18931020 |   AL11   |  UNNAMED  | 1461.11  |
| 18931105 |   AL12   |  UNNAMED  | 2466.48  |
| 18940606 |   AL01   |  UNNAMED  |  510.18  |
| 18940805 |   AL02   |  UNNAMED  |  490.89  |
| 18940830 |   AL03   |  UNNAMED  | 3708.51  |
| 18940918 |   AL04   |  UNNAMED  | 3339.89  |
| 18941001 |   AL05   |  UNNAMED  | 3197.13  |
| 18941011 |   AL06   |  UNNAMED  | 2079.03  |
| 18941021 |   AL07   |  UNNAMED  | 3508.91  |
| 18950814 |   AL01   |  UNNAMED  |  444.58  |
| 18950822 |   AL02   |  UNNAMED  | 2463.46  |
| 18950928 |   AL03   |  UNNAMED  | 2751.86  |
| 18951002 |   AL04   |  UNNAMED  | 1428.05  |
| 18951012 |   AL05   |  UNNAMED  | 4940.57  |
| 18951013 |   AL06   |  UNNAMED  |  978.65  |
| 18960704 |   AL01   |  UNNAMED  | 2777.39  |
| 18960830 |   AL02   |  UNNAMED  | 2673.49  |
| 18960918 |   AL03   |  UNNAMED  | 4234.54  |
| 18960922 |   AL04   |  UNNAMED  | 2730.54  |
| 18961007 |   AL05   |  UNNAMED  | 2876.49  |
| 18961026 |   AL06   |  UNNAMED  | 3354.07  |
| 18961127 |   AL07   |  UNNAMED  |  533.11  |
| 18970831 |   AL01   |  UNNAMED  | 3807.48  |
| 18970910 |   AL02   |  UNNAMED  | 1041.41  |
| 18970920 |   AL03   |  UNNAMED  |  2162.1  |
| 18970925 |   AL04   |  UNNAMED  |  560.96  |
| 18971009 |   AL05   |  UNNAMED  | 3460.95  |
| 18971023 |   AL06   |  UNNAMED  | 2119.63  |
| 18980802 |   AL01   |  UNNAMED  |  573.64  |
| 18980830 |   AL02   |  UNNAMED  |  494.64  |
| 18980903 |   AL03   |  UNNAMED  |  965.8   |
| 18980905 |   AL04   |  UNNAMED  | 4650.74  |
| 18980912 |   AL05   |  UNNAMED  | 2138.59  |
| 18980920 |   AL06   |  UNNAMED  |  1531.9  |
| 18980925 |   AL07   |  UNNAMED  |  3807.2  |
| 18980925 |   AL08   |  UNNAMED  |  723.8   |
| 18981002 |   AL09   |  UNNAMED  | 3091.84  |
| 18981021 |   AL10   |  UNNAMED  |  692.53  |
| 18981027 |   AL11   |  UNNAMED  | 1872.51  |
| 18990626 |   AL01   |  UNNAMED  |  240.37  |
| 18990728 |   AL02   |  UNNAMED  | 1336.19  |
| 18990803 |   AL03   |  UNNAMED  | 7511.87  |
| 18990829 |   AL04   |  UNNAMED  | 3183.01  |
| 18990903 |   AL05   |  UNNAMED  | 4116.65  |
| 18991002 |   AL06   |  UNNAMED  | 2901.43  |
| 18991010 |   AL07   |  UNNAMED  |  859.49  |
| 18991015 |   AL08   |  UNNAMED  |  887.98  |
| 18991026 |   AL09   |  UNNAMED  | 4112.35  |
| 18991107 |   AL10   |  UNNAMED  | 1186.36  |
| 19000827 |   AL01   |  UNNAMED  | 6906.73  |
| 19000907 |   AL02   |  UNNAMED  | 3659.62  |
| 19000908 |   AL03   |  UNNAMED  | 3268.24  |
| 19000911 |   AL04   |  UNNAMED  | 1069.61  |
| 19001004 |   AL05   |  UNNAMED  | 3324.63  |
| 19001010 |   AL06   |  UNNAMED  | 2411.12  |
| 19001024 |   AL07   |  UNNAMED  |  2244.8  |
| 19010611 |   AL01   |  UNNAMED  | 1269.14  |
| 19010701 |   AL02   |  UNNAMED  | 2809.02  |
| 19010704 |   AL03   |  UNNAMED  | 2578.26  |
| 19010802 |   AL04   |  UNNAMED  | 3765.53  |
| 19010818 |   AL05   |  UNNAMED  | 1061.84  |
| 19010825 |   AL06   |  UNNAMED  |  1222.4  |
| 19010829 |   AL07   |  UNNAMED  |  4868.2  |
| 19010909 |   AL08   |  UNNAMED  | 3761.67  |
| 19010912 |   AL09   |  UNNAMED  |  678.43  |
| 19010921 |   AL10   |  UNNAMED  |  4456.0  |
| 19011005 |   AL11   |  UNNAMED  | 3209.94  |
| 19011015 |   AL12   |  UNNAMED  |  996.67  |
| 19011030 |   AL13   |  UNNAMED  | 1654.71  |
| 19020612 |   AL01   |  UNNAMED  | 2231.14  |
| 19020621 |   AL02   |  UNNAMED  | 2066.62  |
| 19020916 |   AL03   |  UNNAMED  | 3902.51  |
| 19021003 |   AL04   |  UNNAMED  | 2883.91  |
| 19021101 |   AL05   |  UNNAMED  | 1708.77  |
| 19030721 |   AL01   |  UNNAMED  | 2395.81  |
| 19030806 |   AL02   |  UNNAMED  |  3392.0  |
| 19030909 |   AL03   |  UNNAMED  | 1257.19  |
| 19030912 |   AL04   |  UNNAMED  | 1910.44  |
| 19030919 |   AL05   |  UNNAMED  | 1707.34  |
| 19030926 |   AL06   |  UNNAMED  | 2391.32  |
| 19031001 |   AL07   |  UNNAMED  | 2690.14  |
| 19031005 |   AL08   |  UNNAMED  |  852.0   |
| 19031021 |   AL09   |  UNNAMED  | 2509.37  |
| 19031117 |   AL10   |  UNNAMED  | 2149.31  |
| 19040610 |   AL01   |  UNNAMED  |  713.23  |
| 19040908 |   AL02   |  UNNAMED  | 2834.24  |
| 19040928 |   AL03   |  UNNAMED  |  925.48  |
| 19041012 |   AL04   |  UNNAMED  | 1336.36  |
| 19041019 |   AL05   |  UNNAMED  | 2834.97  |
| 19041031 |   AL06   |  UNNAMED  | 2569.99  |
| 19050906 |   AL01   |  UNNAMED  |  834.8   |
| 19050911 |   AL02   |  UNNAMED  |  829.69  |
| 19050924 |   AL03   |  UNNAMED  | 1315.72  |
| 19051001 |   AL04   |  UNNAMED  | 3511.14  |
| 19051005 |   AL05   |  UNNAMED  | 1423.85  |
| 19060608 |   AL01   |  UNNAMED  | 1402.81  |
| 19060614 |   AL02   |  UNNAMED  |  2142.1  |
| 19060822 |   AL03   |  UNNAMED  | 1000.09  |
| 19060825 |   AL04   |  UNNAMED  |  6492.8  |
| 19060903 |   AL05   |  UNNAMED  | 3351.19  |
| 19060919 |   AL06   |  UNNAMED  | 1959.73  |
| 19060922 |   AL07   |  UNNAMED  | 3196.92  |
| 19061008 |   AL08   |  UNNAMED  | 2813.36  |
| 19061014 |   AL09   |  UNNAMED  | 1009.88  |
| 19061015 |   AL10   |  UNNAMED  |  1176.0  |
| 19061105 |   AL11   |  UNNAMED  |  883.76  |
| 19070624 |   AL01   |  UNNAMED  | 2550.68  |
| 19070918 |   AL02   |  UNNAMED  | 1263.97  |
| 19070927 |   AL03   |  UNNAMED  | 1442.41  |
| 19071017 |   AL04   |  UNNAMED  | 1190.72  |
| 19071106 |   AL05   |  UNNAMED  | 1385.15  |
| 19080306 |   AL01   |  UNNAMED  |  649.71  |
| 19080524 |   AL02   |  UNNAMED  | 1831.32  |
| 19080724 |   AL03   |  UNNAMED  | 2302.66  |
| 19080729 |   AL04   |  UNNAMED  |  611.9   |
| 19080830 |   AL05   |  UNNAMED  |  808.08  |
| 19080907 |   AL06   |  UNNAMED  | 3955.41  |
| 19080916 |   AL07   |  UNNAMED  |  318.98  |
| 19080921 |   AL08   |  UNNAMED  | 3586.37  |
| 19081014 |   AL09   |  UNNAMED  |  463.89  |
| 19081019 |   AL10   |  UNNAMED  | 1445.88  |
| 19090615 |   AL01   |  UNNAMED  |  285.33  |
| 19090625 |   AL02   |  UNNAMED  |  841.69  |
| 19090626 |   AL03   |  UNNAMED  | 1614.34  |
| 19090713 |   AL04   |  UNNAMED  | 2492.89  |
| 19090806 |   AL05   |  UNNAMED  | 1304.41  |
| 19090820 |   AL06   |  UNNAMED  | 2526.81  |
| 19090822 |   AL07   |  UNNAMED  |  765.63  |
| 19090828 |   AL08   |  UNNAMED  |  840.51  |
| 19090913 |   AL09   |  UNNAMED  | 1872.31  |
| 19090924 |   AL10   |  UNNAMED  | 1215.29  |
| 19091006 |   AL11   |  UNNAMED  | 2252.33  |
| 19091108 |   AL12   |  UNNAMED  | 1672.31  |
| 19100823 |   AL01   |  UNNAMED  | 2024.13  |
| 19100826 |   AL02   |  UNNAMED  |  388.45  |
| 19100905 |   AL03   |  UNNAMED  | 2451.82  |
| 19100924 |   AL04   |  UNNAMED  | 1868.12  |
| 19101009 |   AL05   |  UNNAMED  | 2898.48  |
| 19110804 |   AL01   |  UNNAMED  | 2311.47  |
| 19110808 |   AL02   |  UNNAMED  |  918.56  |
| 19110823 |   AL03   |  UNNAMED  | 1463.05  |
| 19110903 |   AL04   |  UNNAMED  | 2188.94  |
| 19110915 |   AL05   |  UNNAMED  |  879.45  |
| 19111026 |   AL06   |  UNNAMED  | 1247.37  |
| 19120607 |   AL01   |  UNNAMED  | 2013.79  |
| 19120712 |   AL02   |  UNNAMED  |  973.37  |
